system:index,DataShare_,GISTrkrID,ParkID,Park_Acces,Park_Addre,Park_Bound,Park_Cou_1,Park_Count,Park_DateA,Park_Desig,Park_Est_D,Park_Feedb,Park_Land_,Park_Loc_1,Park_Local,Park_Manag,Park_Name,Park_Owner,Park_Pla_1,Park_Place,Park_Siz_1,Park_Size1,Park_Size_,Park_Sourc,Park_Sta_1,Park_State,Park_Statu,Park_Urb_1,Park_Urban,Park_Zip,SUM_AMERIN,SUM_ASIAN_,SUM_BLACK_,SUM_HHIHIG,SUM_HHILOW,SUM_HHIMED,SUM_HISP_S,SUM_KIDSVC,SUM_OTHRAC,SUM_PACIFI,SUM_RACE2U,SUM_SENIOR,SUM_TOTHHS,SUM_TOTPOP,SUM_WHITE_,SUM_YOUNGP,Shape_Area,Shape_Leng,SourceID,.geo
000000000000000005d0,Y,1775,1254450-0001,3,"226 Cypress Lane Palm Springs, FL 33461",Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Village Center Complex,CITY,1254450,Palm Springs village,63850.0032505,687275.715095,15.7776794099,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,2.0,53.0,493.0,589.0,966.0,297.0,2718.0,929.0,32.0,1.0,106.0,1145.0,1852.0,4752.0,1335.0,2676.0,63850.0099693,1332.92408489,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-80.09461380028272,26.641825521042914],[-80.09468718297873,26.640074876851553],[-80.09242285908222,26.639996154624324],[-80.09234197405102,26.642111714886774],[-80.09231938759568,26.642694051732065],[-80.0938856803194,26.642747699249508],[-80.09391082327451,26.642124587385972],[-80.09392539766209,26.6418019091979],[-80.09400517321353,26.641805000335534],[-80.09411009158805,26.641807447565018],[-80.09461380028272,26.641825521042914]]],[[[-80.09591976428557,26.642823027810337],[-80.09593016214441,26.642577509457322],[-80.09593962249029,26.642363796592875],[-80.09594823055185,26.642154653241825],[-80.09594669644194,26.642136117448192],[-80.09595769089576,26.641941028992257],[-80.0959578613524,26.641886111664196],[-80.09560390741817,26.641872825743583],[-80.09559598115159,26.6421324057275],[-80.09556845228465,26.64274146508822],[-80.09557169097533,26.642751128498407],[-80.09557407737893,26.642765183558385],[-80.0955773160694,26.642774846967704],[-80.09558541279505,26.642785206469206],[-80.09559359474862,26.64279566096069],[-80.0956074017935,26.64280232490297],[-80.0956163508029,26.64280829275255],[-80.09563092490193,26.642810559077898],[-80.09564072619521,26.642812046249926],[-80.09590024698979,26.642819970446666],[-80.09591976428557,26.642823027810337]]]]}"
000000000000000005d1,Y,1775,1254450-0002,3,10th Avenue N - Behind Palm Springs Baptist Church,Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Sago Park,CITY,1254450,Palm Springs village,16291.6250427,175361.592502,4.02574822089,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,7.0,61.0,210.0,342.0,329.0,189.0,1797.0,665.0,10.0,0.0,39.0,343.0,865.0,2732.0,599.0,1718.0,16291.62335,865.948747334,2,"{""type"":""Polygon"",""coordinates"":[[[-80.09552686066712,26.62866223101444],[-80.09553734380212,26.628389192703757],[-80.09553904837679,26.628352898066755],[-80.09553981543539,26.62834841112192],[-80.09554160523875,26.628312033409085],[-80.09555873621187,26.62794855841304],[-80.09555882144058,26.62792114261761],[-80.09556563973737,26.627775696628824],[-80.09556657725315,26.62774379981675],[-80.0955674295402,26.62771189703774],[-80.09557186143275,26.62757990583368],[-80.09557271371975,26.6275480030313],[-80.09557791267027,26.627411524764913],[-80.09557799789896,26.627384019872466],[-80.09558319684915,26.62724754150539],[-80.095588140113,26.627220821603697],[-80.09558924808587,26.6271065820447],[-80.09559333906259,26.627084343134793],[-80.09559427657804,26.627052446223562],[-80.09559862324053,26.626920448664816],[-80.09559956075594,26.626888551730165],[-80.09559964598462,26.626833624884267],[-80.09559478795012,26.626832839876712],[-80.09558907762852,26.62683653588438],[-80.09558421959342,26.626835839908516],[-80.09557936155805,26.626835054900358],[-80.09557441829371,26.626834263929783],[-80.0955695602578,26.62683356795338],[-80.0955647022216,26.626832782944682],[-80.09555975895641,26.62683208100566],[-80.09555490091967,26.6268312959966],[-80.09555004288265,26.62683051098736],[-80.09554518484535,26.626829815010055],[-80.09554024157904,26.626829024038184],[-80.0955353835412,26.62682832806051],[-80.09553052550308,26.626827543050556],[-80.09552643452339,26.626822360095687],[-80.09552157648477,26.62682157508543],[-80.09551671844586,26.626820790074994],[-80.0955118604067,26.626820094096484],[-80.09550691713848,26.6268193031234],[-80.09550291138645,26.626814126130178],[-80.09549805334649,26.62681334111908],[-80.09549311007748,26.626812639177615],[-80.09548910432481,26.626807462183997],[-80.09548416105528,26.626806671210126],[-80.09547930301427,26.62680588619837],[-80.09547529726095,26.626800709204364],[-80.09547035399063,26.626799918230002],[-80.09546549594886,26.62679922224987],[-80.0954614901949,26.62679404525547],[-80.09545654692378,26.626793254280624],[-80.09545254116941,26.626788077285944],[-80.09544845018603,26.62678289432879],[-80.095443592143,26.626782109315844],[-80.09543873409969,26.626781324302712],[-80.09543950115919,26.626776926358392],[-80.09543464311565,26.626776141345143],[-80.09543055213142,26.62677095838743],[-80.09542654637582,26.62676578139187],[-80.09542168833157,26.626764996378213],[-80.0954224553912,26.626760509401716],[-80.09541759734672,26.62675981342004],[-80.09541350636167,26.62675463046171],[-80.09541435865023,26.626750149447467],[-80.09540950060529,26.626749364433454],[-80.0954103528939,26.62674497245127],[-80.09540540961984,26.62674418147479],[-80.0954014038631,26.626739004478324],[-80.09539731287728,26.626733821519334],[-80.095398165166,26.626729340504916],[-80.09539330712015,26.62672855549043],[-80.09539407418004,26.626724157545738],[-80.09539006842274,26.626718980548738],[-80.0953859774364,26.62671370855711],[-80.09538682972523,26.626709316574566],[-80.09538188644984,26.62670852559743],[-80.09538273873872,26.62670404458272],[-80.0953787329809,26.626698867585205],[-80.09537464199403,26.626693684625163],[-80.09537549428298,26.626689203610262],[-80.09537626134302,26.62668480566503],[-80.09537140329593,26.62668402065001],[-80.0953722555849,26.62667953963497],[-80.09537302264499,26.626675141689578],[-80.09536901688672,26.626669964691445],[-80.09529964053323,26.62642125219928],[-80.0952786742041,26.62634482031916],[-80.09525685557973,26.62627278040655],[-80.09523588924019,26.62619634848345],[-80.09520921254875,26.626123612545275],[-80.09518253584906,26.626050787554263],[-80.0951558591411,26.62597805157505],[-80.09512108565636,26.625894866552063],[-80.09495130902921,26.625484302074607],[-80.09495207609305,26.625479815078528],[-80.09494721802203,26.62547911908825],[-80.0949480703152,26.62547463805459],[-80.09494312701463,26.62547384706922],[-80.09494397930786,26.625469455068032],[-80.09493912123638,26.62546867004501],[-80.09493988830032,26.625464272081306],[-80.0949350302286,26.625463487058166],[-80.09493102444998,26.62545831003363],[-80.09492608114843,26.62545751904772],[-80.09492693344183,26.62545312704647],[-80.0949220753694,26.625452342022914],[-80.09491721729667,26.625451556999177],[-80.09491312628788,26.625446374011602],[-80.09490826821465,26.62544558898757],[-80.0949033249118,26.62544488703339],[-80.09489846683803,26.625444102008995],[-80.09489360876398,26.625443406016938],[-80.09488875068968,26.62544262099218],[-80.0948838073857,26.625441830004743],[-80.09487894931083,26.625441134012146],[-80.0948740912357,26.625440348986842],[-80.09486923316027,26.625439652993887],[-80.09485943177921,26.625438076979876],[-80.09485372140885,26.625441772986772],[-80.0948488633323,26.625441076993027],[-80.09484400525544,26.62544029196658],[-80.09483829488408,26.625443987972584],[-80.0948284934995,26.625442500988648],[-80.0948236354215,26.625441715961422],[-80.09481792504879,26.62544541196627],[-80.0948130669702,26.62544471597113],[-80.09480735659677,26.625448411975313],[-80.0948024985176,26.625447626947242],[-80.09479269712895,26.625446139960502],[-80.09478698675416,26.625449835963543],[-80.09478212867384,26.625449050934687],[-80.09477641829837,26.625452746937057],[-80.09477070792252,26.625456442939026],[-80.09476584984128,26.625455746941995],[-80.09476013946471,26.625459442943303],[-80.09475528138287,26.62545865791336],[-80.09474471292317,26.625461657916116],[-80.09473900254523,26.625465353916102],[-80.09473405923266,26.62546456292272],[-80.09472843408354,26.62546826488465],[-80.0947227237045,26.625471960883555],[-80.09471778039101,26.625471169889487],[-80.09471207001127,26.625474865887732],[-80.09470635963115,26.625478561885565],[-80.09470150154627,26.62547786588592],[-80.09469579116545,26.625481561883085],[-80.09469008078426,26.62548525787984],[-80.09468437040267,26.625488953876186],[-80.09468360333646,26.62549344086784],[-80.0946787452503,26.625492655834762],[-80.09467303486797,26.62549635183027],[-80.09466732448527,26.625500047825373],[-80.0946616141022,26.625503743820055],[-80.09465590371873,26.625507439814317],[-80.0946501933349,26.62551113580817],[-80.09464934103876,26.625515616836157],[-80.09464363065449,26.625519312829418],[-80.09463792026983,26.625523008822263],[-80.0946322098848,26.6255267048147],[-80.09462658472901,26.62553040676941],[-80.09462573243266,26.625534798764146],[-80.09462002204683,26.625538494755595],[-80.09461431166059,26.625542190746614],[-80.09461345936411,26.625546671773336],[-80.09460774897745,26.62555036776377],[-80.09460212382008,26.625554069716497],[-80.09460127152347,26.625558550742767],[-80.09459556113602,26.62556224673221],[-80.09459470883935,26.625566638725783],[-80.09458899845146,26.625570334714624],[-80.09458328806318,26.625574030703067],[-80.09458252099607,26.625578517691324],[-80.0945759583105,26.625586694704438],[-80.09457510601364,26.625591086697185],[-80.09456948085413,26.625594788647017],[-80.09456862855721,26.62559926967188],[-80.09456777626026,26.625603661664247],[-80.09456206587059,26.62560735765059],[-80.09456129880328,26.625611844637806],[-80.09455473611612,26.625620021647762],[-80.09455388381905,26.625624413639468],[-80.09455311675167,26.625628900626197],[-80.09454740636102,26.62563259661103],[-80.09454655406388,26.625637077634735],[-80.09454493469927,26.625645956612193],[-80.0945440824021,26.62565043763557],[-80.09454323010493,26.625654829626463],[-80.09453751971361,26.625658525610024],[-80.0945367526461,26.625663012595783],[-80.09453504805158,26.625671885609066],[-80.09453428098405,26.6256763725945],[-80.09453342868677,26.6256807645847],[-80.0945325763895,26.62568524560714],[-80.09453180932194,26.625689732592264],[-80.09453010472733,26.625698605604256],[-80.09452933765974,26.62570300355671],[-80.09452848536242,26.625707484578605],[-80.09452686599748,26.62571636355254],[-80.09449123996113,26.62596262731906],[-80.09445552868023,26.626263728603135],[-80.09444461926451,26.626403992178023],[-80.0944535683947,26.626409871178996],[-80.09445842649356,26.62641065622699],[-80.09446737562232,26.62641662425915],[-80.09447709181819,26.62641810532194],[-80.09448118284772,26.626423288305865],[-80.09449098427181,26.626424864362686],[-80.09449499007091,26.6264300413833],[-80.09450393919586,26.626436009413112],[-80.0945128883199,26.626441888410273],[-80.0945177464154,26.626442673456236],[-80.094526695538,26.626448641484586],[-80.09453070133544,26.626453818504093],[-80.0945396504567,26.626459786531576],[-80.09454374148324,26.626464969513545],[-80.0945534576705,26.626466450571197],[-80.0945575486964,26.626471722584814],[-80.09456163972209,26.626476905566207],[-80.09457050361044,26.6264828676288],[-80.09457459463552,26.626488050609744],[-80.09458354375222,26.626494018634357],[-80.094587549547,26.626499195651984],[-80.09459164057127,26.626504378632337],[-80.09460058968618,26.626510346655795],[-80.09460382841327,26.626520010641578],[-80.09460783420711,26.6265251876584],[-80.09461678332035,26.626531155680752],[-80.09462087434324,26.62653633866],[-80.0946248801363,26.626541604708276],[-80.0946289711588,26.6265467876872],[-80.0946370679736,26.62655714768171],[-80.0946411589955,26.626562330660146],[-80.09464516478761,26.626567596707623],[-80.09464925580914,26.626572779685727],[-80.09465249453439,26.626582443669033],[-80.09465650032598,26.62658762068394],[-80.09466059134697,26.626592803661524],[-80.0946638300718,26.626602467644055],[-80.09466783586285,26.62660764465844],[-80.09467192688331,26.62661291666751],[-80.0946751656077,26.626622491617255],[-80.09467917139823,26.626627757663137],[-80.09468241012235,26.626637421644332],[-80.09468650114212,26.62664260462065],[-80.09468973986597,26.62665226860128],[-80.09469374565582,26.626657445614406],[-80.09469212629398,26.626666324553778],[-80.09469621731328,26.626671507529473],[-80.0946993708072,26.626681165546223],[-80.09470346182616,26.626686348521556],[-80.09470184246452,26.626695316492018],[-80.09470584825381,26.626700493504288],[-80.09470908697692,26.626710157482776],[-80.09470746761536,26.626719036420425],[-80.0947114734044,26.62672421343224],[-80.0947098540429,26.626733181401356],[-80.09471394506137,26.626738364375736],[-80.09471224047036,26.626747237349534],[-80.09471471212731,26.626761388291744],[-80.09471786562055,26.626770957273266],[-80.09471624625917,26.626779925240612],[-80.09471539396371,26.626784317210745],[-80.09471863268645,26.626793981186246],[-80.0947170133251,26.626802860120677],[-80.09471616102962,26.626807341122305],[-80.09471454166821,26.626816220056103],[-80.09471778039101,26.626825884030488],[-80.09471692809554,26.62683036503164],[-80.09471530873415,26.626839243964497],[-80.09471368937272,26.62684812289692],[-80.09471769516145,26.6268532999068],[-80.09471607580008,26.62686226787065],[-80.09471931452282,26.626871931843414],[-80.09471846222736,26.626876323811675],[-80.09472170095002,26.626885987783936],[-80.0947200815887,26.62689486671461],[-80.09472408737714,26.626900132755615],[-80.09472246801589,26.626909011685775],[-80.0947264738042,26.626914188694613],[-80.094724854443,26.626923067624254],[-80.09472809316539,26.62693273159483],[-80.09473209895347,26.626937908603225],[-80.09473047959234,26.626946876563952],[-80.09473457060984,26.626952059534922],[-80.09473780933187,26.62696172350444],[-80.09474181511949,26.6269669005122],[-80.09474019575856,26.62697577944013],[-80.09474420154606,26.626980956447653],[-80.09474744026774,26.626990620416088],[-80.09475153128442,26.626995892417966],[-80.09475477000582,26.627005467353946],[-80.09475877579264,26.62701073339263],[-80.0947628668088,26.627015916362083],[-80.09476610552977,26.62702558032918],[-80.09477011131607,26.627030757335447],[-80.09477335003676,26.62704042130199],[-80.09534856194801,26.627051193504258],[-80.09528199813465,26.628656496356008],[-80.09552686066712,26.62866223101444]]]}"
000000000000000005d2,Y,1775,1254450-0003,3,"3700 Davis Road Palm Springs, FL 33461",Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Davis Road Park,CITY,1254450,Palm Springs village,3524.99203239,37942.6984563,0.871044500833,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,4.0,42.0,339.0,275.0,459.0,106.0,1770.0,825.0,15.0,1.0,63.0,226.0,844.0,2693.0,457.0,1640.0,3524.99146034,249.757731172,3,"{""type"":""Polygon"",""coordinates"":[[[-80.0969412200785,26.622111214858947],[-80.09695596440801,26.621733583297775],[-80.09611238015535,26.621708950593924],[-80.0961047096201,26.621858792793027],[-80.09609763568143,26.622086492383122],[-80.0969412200785,26.622111214858947]]]}"
000000000000000005d3,Y,1775,1254450-0004,3,"1050 Lillian Road Palm Springs, FL 33406",Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Frost Lake Park,CITY,1254450,Palm Springs village,14510.3524613,156188.134008,3.58558618017,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,1.0,32.0,295.0,340.0,754.0,206.0,1706.0,538.0,20.0,0.0,74.0,917.0,1301.0,3074.0,937.0,1617.0,14510.3685307,579.338789612,4,"{""type"":""Polygon"",""coordinates"":[[[-80.09214108223837,26.645037166876605],[-80.09216298688388,26.644404400645392],[-80.0898896470498,26.64431964458726],[-80.08987831088432,26.644624470827107],[-80.09018754048803,26.644635531743816],[-80.09017790904248,26.64490406630071],[-80.09019256929545,26.644906339260473],[-80.09020799665203,26.64490412570801],[-80.09021856566818,26.64490121584056],[-80.09022836757717,26.644902703458957],[-80.09024379492732,26.64490048990166],[-80.09025845516909,26.644902762853764],[-80.09026902417907,26.64489976395748],[-80.09027882608231,26.644901340596093],[-80.09028939508978,26.64489834169786],[-80.09030405532381,26.64490061464468],[-80.09031377198916,26.644902096287847],[-80.09032434099234,26.644899186410534],[-80.09033900122044,26.644901459353353],[-80.09034880311573,26.64490294696249],[-80.09036346333964,26.64490521990258],[-80.09037317999831,26.64490670154128],[-80.09038298188972,26.644908189147866],[-80.090397556874,26.644910456115543],[-80.09040735876262,26.644911943720302],[-80.09042201897658,26.644914216653852],[-80.09043173562864,26.644915698288216],[-80.09044639583846,26.644917971219048],[-80.09045534538392,26.644923939365786],[-80.09046506203221,26.644925420997748],[-80.09047972223637,26.64492769392495],[-80.09050333197848,26.644935934994265],[-80.09052685648045,26.644944081066917],[-80.09055131854633,26.644947841581622],[-80.09058055368915,26.644952381447037],[-80.09060416340364,26.644960622499028],[-80.090628540214,26.64496437703105],[-80.09065291701747,26.64496813155853],[-80.09067737904756,26.644971892049902],[-80.0907066141476,26.644976342863277],[-80.09073107616246,26.64498010334464],[-80.09075545293692,26.64498385785308],[-80.09078068203888,26.64498322083155],[-80.09081000233729,26.644987677590038],[-80.09083437908942,26.64499143208366],[-80.090869324771,26.644992276648274],[-80.09214108223837,26.645037166876605]]]}"
000000000000000005d4,Y,1775,1254450-0005,3,S Congress Avenue & Greenbrier Drive,Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Greenbrier Park,CITY,1254450,Palm Springs village,2898.56647354,31199.9098581,0.716251374152,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,2.0,38.0,248.0,510.0,450.0,225.0,1914.0,735.0,12.0,0.0,63.0,687.0,1191.0,3241.0,956.0,1824.0,2898.56703351,301.140589897,5,"{""type"":""MultiPolygon"",""coordinates"":[[[[-80.0888929111328,26.637456934307412],[-80.08890339507492,26.63715649077662],[-80.08890688972201,26.637056313166983],[-80.08853262073707,26.637044438736414],[-80.08852477905569,26.63724918539061],[-80.0885288703678,26.637254368358253],[-80.08852801801112,26.6372587600087],[-80.08853210932308,26.637264032002882],[-80.08853611539918,26.63726920900149],[-80.08854020671076,26.637274391968617],[-80.0885393543542,26.63727887264556],[-80.0885425933091,26.637288536289265],[-80.08854668462035,26.637293719255972],[-80.08855154305223,26.63729441557715],[-80.08855563436308,26.63729968757031],[-80.08855478200667,26.637304079220232],[-80.08855887331735,26.63730935121319],[-80.08856287939221,26.63731452821058],[-80.08856697070253,26.63731971117648],[-80.088570976777,26.63732488817355],[-80.08857506808693,26.637330071139118],[-80.08857907416103,26.6373353371626],[-80.08858316547057,26.63734052012784],[-80.08858802390039,26.63734130547469],[-80.08859211520951,26.637346488439654],[-80.08859612128282,26.6373516654358],[-80.08860021259154,26.637356848400447],[-80.08860430390008,26.637362120391636],[-80.08860916232872,26.637362816711114],[-80.08861316840124,26.63736799370666],[-80.08861725970915,26.63737326569741],[-80.08862211813705,26.637373962016472],[-80.08862620944454,26.63737914498022],[-80.08863515917902,26.63738511328916],[-80.08864001760591,26.63738589863434],[-80.08864410891255,26.637391081597524],[-80.08864896733893,26.637391866942405],[-80.08865297340961,26.63739704393668],[-80.08865706471563,26.637402226899425],[-80.08866192314129,26.63740301224388],[-80.08867087287204,26.637408980550507],[-80.08867573129692,26.63740967686778],[-80.08867982260186,26.637414948856545],[-80.08868468102624,26.637415645173515],[-80.08868953945034,26.637416430517025],[-80.08869848917824,26.637422398821887],[-80.08870334760155,26.637423095138196],[-80.08870829126008,26.63742388644962],[-80.08871229732802,26.63742906344217],[-80.0887220994083,26.63743055106895],[-80.08872695783029,26.63743133641114],[-80.0887310491328,26.637436519371747],[-80.0887359075543,26.63743730471363],[-80.08874562439644,26.637438786370154],[-80.08875056805255,26.63743957768006],[-80.08875457411851,26.637444754671474],[-80.08876437619399,26.637446242295226],[-80.0887692346136,26.63744702763592],[-80.08877409303294,26.637447723949702],[-80.0887790366874,26.637448515258573],[-80.0887887535247,26.637449996911965],[-80.08879361194293,26.637450782251754],[-80.08879855559628,26.63745148453317],[-80.08880827243138,26.63745296618512],[-80.08881313084851,26.637453751524184],[-80.08881807450075,26.63745454283158],[-80.08882779133364,26.637456024482088],[-80.08883264974966,26.6374567207937],[-80.0888375934008,26.637457512100365],[-80.08885216864641,26.637459779087045],[-80.0888929111328,26.637456934307412]]],[[[-80.08886921571418,26.638126001495404],[-80.08887023853815,26.63803918326458],[-80.08888166007154,26.637734354846256],[-80.08884662834866,26.637733504262172],[-80.0888369115179,26.637732022609157],[-80.08883196786674,26.637731231300524],[-80.08882710945068,26.637730534986872],[-80.08881654026388,26.637733444977627],[-80.08881168184695,26.637732659636747],[-80.08880673819434,26.63773195735375],[-80.08880102742286,26.637735652684047],[-80.08879131058696,26.63773417102751],[-80.08878645216859,26.637733385685678],[-80.08878074139578,26.637737081014826],[-80.0887757977414,26.63773628970399],[-80.08876608090264,26.637734808045536],[-80.08876037012848,26.637738503373523],[-80.08875551170838,26.637737807057086],[-80.08874980093353,26.63774150238443],[-80.08874494251282,26.637740717040955],[-80.0887342880805,26.63774362105514],[-80.08872942965891,26.637742924737655],[-80.08872371888232,26.637746620063428],[-80.08871886046015,26.637745834718935],[-80.08871314968286,26.63774953004405],[-80.08870743890519,26.637753225368755],[-80.0887025804821,26.63775252905018],[-80.08869201128005,26.63775543902863],[-80.08868630050097,26.63775913435201],[-80.08868135684118,26.637758343037348],[-80.08867573129692,26.637762133355306],[-80.08867002051677,26.637765828677605],[-80.08866430973625,26.637769523999488],[-80.08865936607519,26.637768732683913],[-80.08865365529395,26.637772428005142],[-80.0886480297479,26.63777612929462],[-80.08864231896591,26.637779824615013],[-80.08863660818355,26.637783519934995],[-80.0886316645209,26.63778272861825],[-80.08862595373783,26.63778642393756],[-80.08862032818998,26.63779012522517],[-80.08861461740614,26.637793820543656],[-80.08860890662194,26.637797515861728],[-80.08860319583738,26.637801300205943],[-80.08860234348143,26.637805691846157],[-80.08859663269642,26.637809387163227],[-80.08859092191103,26.637813082479884],[-80.08858521112526,26.637816777796125],[-80.08857950033912,26.637820473111947],[-80.0885737895526,26.637824168427358],[-80.08857302243199,26.63782865506188],[-80.08856731164504,26.6378323503767],[-80.0885616008577,26.637836045691113],[-80.08856074850135,26.63784052635644],[-80.08855503771359,26.637844221670264],[-80.08854932692545,26.63784791698367],[-80.08854361613692,26.63785161229666],[-80.08854284901605,26.637856009903615],[-80.08853628587052,26.637864185880442],[-80.08853543351391,26.637868577518258],[-80.08852980796013,26.63787236782518],[-80.08852895560346,26.637876759462706],[-80.0885232448136,26.637880454773775],[-80.08851753402334,26.637884150084425],[-80.08851591454544,26.637893028353766],[-80.08851506218863,26.637897509017126],[-80.08850935139785,26.637901204326855],[-80.08850849904097,26.637905684989942],[-80.08850278824976,26.637909380299075],[-80.08850116877157,26.637918258566877],[-80.08849008813058,26.6381133407981],[-80.08886921571418,26.638126001495404]]]]}"
000000000000000005d5,Y,1775,1254450-0006,3,"1051 Summer Street Palm Springs, FL 33461",Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Summer Street Park,CITY,1254450,Palm Springs village,7165.86888519,77132.7707381,1.77072476442,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,6.0,62.0,507.0,252.0,387.0,241.0,1572.0,735.0,11.0,2.0,33.0,244.0,886.0,2568.0,368.0,1588.0,7165.87471939,437.97761181,6,"{""type"":""Polygon"",""coordinates"":[[[-80.08749845023084,26.631548716028885],[-80.08756340056101,26.629979764180423],[-80.08714932005856,26.629966261051383],[-80.08708922793072,26.6315359967548],[-80.08749845023084,26.631548716028885]]]}"
000000000000000005d6,Y,1775,1254450-0007,3,"301 Poe Drive Palm Springs, FL 33461",Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Village Park,CITY,1254450,Palm Springs village,1128.63597776,12148.5365577,0.278892023822,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,3.0,39.0,175.0,374.0,273.0,193.0,1658.0,615.0,9.0,0.0,37.0,380.0,839.0,2563.0,636.0,1565.0,1128.63363564,132.374670551,7,"{""type"":""Polygon"",""coordinates"":[[[-80.09385891797946,26.635714029158226],[-80.09386931608705,26.635441083543082],[-80.09356018492626,26.635430043412203],[-80.09355532677675,26.63542934729602],[-80.0935544744698,26.635433739066574],[-80.09354961631996,26.635433042950144],[-80.09354467293915,26.635432251840168],[-80.09353981478877,26.63543146669497],[-80.09353904771235,26.63543595345861],[-80.09353410433094,26.6354351623482],[-80.09352924617995,26.635434466230976],[-80.09352839387276,26.635438858001],[-80.09352353572145,26.635438161883542],[-80.09352268341416,26.635442553653398],[-80.09351782526255,26.635441857535685],[-80.09351211480326,26.63544555318742],[-80.09350640434361,26.63544924883873],[-80.09350563726692,26.63545373560146],[-80.09350069388358,26.635452944489632],[-80.09349992680683,26.635457431252185],[-80.09349907449932,26.635461823021252],[-80.09349421634636,26.635461126902506],[-80.09349336403879,26.63546551867139],[-80.09349251173121,26.635469999468558],[-80.0934917446544,26.63547439720225],[-80.09348680127027,26.635473695118115],[-80.09348603419339,26.635478092851645],[-80.09348518188575,26.635482573648414],[-80.0934843295781,26.635487054445086],[-80.09348356250119,26.6354914521783],[-80.09348271019353,26.63549593297474],[-80.09347486896257,26.63570068350661],[-80.09385891797946,26.635714029158226]]]}"
000000000000000005d7,Y,1775,1254450-0009,3,Gilpin Way and Davis Road,Collected,12099,Palm Beach County,,LP,,,1,Village of Palm Springs,Village of Palm Springs,CITY,Gilpin Way Park,CITY,1254450,Palm Springs village,1049.15347872,11292.9940583,0.259251470576,"Palm Springs Department of Planning, Building, and Zoning",12,Florida,Open,56602,"Miami, FL",33461,1.0,39.0,286.0,420.0,464.0,197.0,1867.0,670.0,19.0,1.0,57.0,564.0,1085.0,3085.0,805.0,1849.0,1049.15260925,127.51300897,9,"{""type"":""Polygon"",""coordinates"":[[[-80.09639584856791,26.639766050991955],[-80.0963934621871,26.639751906727962],[-80.09640368953299,26.63956130268852],[-80.09603516340263,26.639545753451358],[-80.09602638489326,26.63980981711553],[-80.09631599000248,26.639817796530245],[-80.09633064921107,26.63982006867621],[-80.0963412174762,26.639817158063487],[-80.09635263801928,26.63980967767065],[-80.09636320628171,26.639806767055532],[-80.09637462682188,26.63979937568695],[-80.09638195642151,26.639786801560142],[-80.09638851896948,26.639778625121423],[-80.09639584856791,26.639766050991955]]]}"
000000000000000006b3,Y,3997,1269555-0001,3,191 TER & ATLANTIC AVE,Collected,12086,Miami-Dade County,,LP,,,1,Sunny Isles Beach,Sunny Isles Beach,CITY,Golden Shores Community Park,CITY,1269555,Sunny Isles Beach city,2243.65413,24150.4920614,0.554419009675,City of Sunny Isles Beach,12,Florida,Open,56602,"Miami, FL",33180,0.0,53.0,64.0,924.0,496.0,343.0,1462.0,731.0,24.0,0.0,130.0,1026.0,1757.0,4008.0,2265.0,2254.0,2243.65352213,234.16324758,1,"{""type"":""Polygon"",""coordinates"":[[[-80.12212715788638,25.953597062503384],[-80.12211233266835,25.953324189371415],[-80.12188714240406,25.953330453985362],[-80.12173130664671,25.953338345866637],[-80.12158032717426,25.95334701674149],[-80.1215004919848,25.953293334933445],[-80.12115013646627,25.953303163389915],[-80.12159438565779,25.953569304716904],[-80.12167013102336,25.95361779583302],[-80.12190103043213,25.95360781605557],[-80.12212715788638,25.953597062503384]]]}"
